Timestamp,Pressure_1(Bar),Flow_1(L/min),Temperature_1(C),Pressure_2(Bar),Flow_2(L/min),Temperature_2(C)
2025-08-18T16:22:11.678553,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:11.778674,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:11.878833,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:11.978939,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:12.079030,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:12.179120,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:12.279256,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:12.379390,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:12.479485,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:12.579573,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:12.679666,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:12.779776,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:12.879894,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:12.979973,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:13.080047,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:13.180124,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:13.280241,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:13.380371,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:13.480520,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:13.580635,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:13.680750,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:13.780881,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:13.880999,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:13.981100,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:14.081196,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:14.181278,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:14.281392,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:14.381522,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:14.481636,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:14.581753,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:14.681858,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:14.781987,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:14.882115,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:14.982227,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:15.082347,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:15.182447,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:15.282577,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:15.382708,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:15.482820,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:15.582954,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:15.683085,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:15.783237,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:15.883372,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:15.983503,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:16.083632,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:16.183757,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:16.283887,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:16.384020,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:16.484147,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:16.584242,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:16.684370,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:16.784519,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:16.884647,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:16.984750,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:17.084865,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:17.184980,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:17.285127,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:17.385256,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:17.485361,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:17.585482,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:17.685600,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:17.785747,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:17.885876,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:17.986007,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:18.086138,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:18.186269,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:18.286428,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:18.386571,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:18.486738,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:18.586838,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:18.686941,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:18.787070,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:18.887202,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:18.987310,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:19.087410,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:19.187504,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:19.287625,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:19.387758,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:19.487883,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:19.587997,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:19.688094,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:19.788235,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:19.888367,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:19.988467,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:20.088593,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:20.188716,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:20.288857,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:20.388995,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:20.489129,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:20.589262,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:20.689392,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:20.789540,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:20.889657,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:20.989762,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:21.089864,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:21.189994,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:21.290144,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:21.390262,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:21.490379,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:21.590526,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:21.690641,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:21.790824,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:21.890936,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:21.991039,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:22.091162,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:22.191251,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:22.291380,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:22.391496,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:22.491574,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:22.591666,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:22.691779,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:22.791899,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:22.892101,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:22.992292,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:23.092510,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:23.192715,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:23.292906,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:23.393050,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:23.493209,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:23.593331,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:23.693450,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:23.793588,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:23.893706,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:23.993818,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:24.093928,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:24.194036,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:24.294165,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:24.394279,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:24.494367,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:24.594454,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:24.694548,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:24.794664,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:24.894780,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:24.994890,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:25.094980,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:25.195073,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:25.295186,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:25.395297,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:25.495377,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:25.595478,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:25.695568,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:25.795683,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:25.895794,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:25.995900,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:26.095989,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:26.196029,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:26.296146,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:26.396273,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:26.496404,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:26.596546,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:26.696678,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:26.796812,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:26.896939,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:26.997042,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:27.097143,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:27.197237,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:27.297373,0.000,0.00,0.00,0.000,0.00,0.00
