Timestamp,Pressure_1(Bar),Flow_1(L/min),Temperature_1(C),Pressure_2(Bar),Flow_2(L/min),Temperature_2(C)
2025-08-18T16:22:27.397508,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:27.497636,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:27.597740,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:27.697856,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:27.797985,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:27.898107,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:27.998205,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:28.098296,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:28.198390,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:28.298517,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:28.398639,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:28.498735,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:28.598828,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:28.698921,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:28.799041,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:28.899166,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:28.999284,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:29.099380,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:29.199474,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:29.299595,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:29.399719,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:29.499832,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:29.599953,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:29.700053,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:29.800206,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:29.900345,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:30.000473,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:30.100582,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:30.200681,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:30.300808,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:30.400931,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:30.501031,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:30.601132,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:30.701234,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:30.801369,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:30.901490,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:31.001597,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:31.101696,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:31.201789,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:31.301920,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:31.402049,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:31.502175,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:31.602306,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:31.702430,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:31.802566,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:31.902702,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:32.002841,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:32.102981,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:32.203115,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:32.303290,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:32.403423,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:32.503536,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:32.603629,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:32.703729,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:32.803865,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:32.903994,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:33.004097,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:33.104193,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:33.204749,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:33.304878,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:33.405002,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:33.505117,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:33.605215,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:33.705313,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:33.805428,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:33.905535,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:34.005645,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:34.105730,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:34.205806,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:34.309713,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:34.409835,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:34.509942,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:34.610023,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:34.710101,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:34.810207,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:34.910318,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:35.010402,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:35.110492,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:35.210583,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:35.310752,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:35.410867,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:35.510977,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:35.611066,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:35.711153,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:35.811309,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:35.911420,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:36.011507,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:36.111604,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:36.211691,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:36.311857,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:36.411975,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:36.512088,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:36.612186,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:36.712291,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:36.812473,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:36.912588,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:37.012682,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:37.112777,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:37.212861,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:37.313035,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:37.413150,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:37.513238,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:37.613328,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:37.713419,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:37.813571,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:37.913682,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:38.013771,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:38.113861,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:38.213946,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:38.314118,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:38.414233,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:38.514332,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:38.614437,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:38.714542,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:38.814755,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:38.914897,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:39.015012,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:39.115115,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:39.215222,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:39.315439,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:39.415569,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:39.515684,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:39.615809,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:39.715914,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:39.816113,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:39.916243,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:40.016353,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:40.116462,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:40.216566,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:40.316780,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:40.416909,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:40.517021,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:40.617136,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:40.717245,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:40.817462,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:40.917591,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:41.017719,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:41.117836,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:41.217948,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:41.318109,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:41.418243,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:41.518374,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:41.618498,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:41.718615,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:41.818846,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:41.918973,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:42.019093,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:42.119206,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:42.219316,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:42.319555,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:42.419694,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:42.519804,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:42.619894,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:42.719995,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:42.820116,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:42.920233,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:43.020323,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:43.120412,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:43.220500,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:43.320618,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:43.420747,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:43.520844,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:43.620947,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:43.721039,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:43.821162,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:43.921289,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:44.021389,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:44.121489,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:44.221580,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:44.321797,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:44.421928,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:44.522026,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:44.622119,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:44.722213,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:44.822399,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:44.922525,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:45.022613,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:45.122703,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:45.222791,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:45.322978,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:45.423090,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:45.523182,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:45.623264,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:45.723351,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:45.823519,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:45.923633,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:46.023737,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:46.123840,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:22:46.223929,0.000,0.00,0.00,0.000,0.00,0.00
