Timestamp,Thrust_0Deg (Kg),Thrust_90Deg (Kg),Thrust_180Deg (Kg),Thrust_270Deg (Kg),Total Weight (Kg),Total Thrust (N),RPM168,Torque (Nm)160,Motor Temp (°C)73,Current (A)32,Vdc (V)235,Vout(V)138,IGBT Temp(°C)74,RPM Command49,Battery_Volt(V)546,Battery_Bus_Volt(V)546,Battery_Power(W)546
2025-05-29 16:41:39.068,0.0,0.0,0.0,0.0,-3.8,-37.24,511.25,0.0,0.0,-2.64,564.75,0.0,8,0.0,566.8,0.0,-300
2025-05-29 16:41:39.124,0.0,0.0,0.0,0.0,-3.8,-37.24,496.6,0.0,25.5,-2.08,564.62,220,8,0.0,566.8,0.0,-300
2025-05-29 16:41:39.175,0.0,0.0,0.0,0.0,-3.8,-37.24,485.24,0.0,25.5,-2.08,564.69,234,8,0.0,566.8,0.0,-170
2025-05-29 16:41:39.226,0.0,0.0,0.0,0.0,-3.8,-37.24,485.24,0.0,25.5,-0.56,564.69,297,8,0.0,566.8,0.0,-170
2025-05-29 16:41:39.277,0.0,0.0,0.0,0.0,-3.8,-37.24,476.45,1.47,25.5,0.14,564.59,526,8,0.0,566.7,0.0,-50
2025-05-29 16:41:39.327,0.0,0.0,0.0,0.0,-3.8,-37.24,470.6,1.47,25.5,2.22,564.59,612,8,0.0,566.7,0.0,-50
2025-05-29 16:41:39.381,0.0,0.0,0.0,0.0,-3.8,-37.24,467.67,2.57,25.5,3.19,564.69,620,8,0.0,566.6,0.0,50
2025-05-29 16:41:39.432,0.0,0.0,0.0,0.0,-3.8,-37.24,468.03,3.42,25.5,3.61,564.75,620,8,0.0,566.6,0.0,50
2025-05-29 16:41:39.485,0.0,0.0,0.0,0.0,-3.8,-37.24,469.86,3.54,25.6,4.3,564.97,622,8,0.0,566.6,0.0,220
2025-05-29 16:41:39.536,0.0,0.0,0.0,0.0,-3.8,-37.24,473.34,4.28,25.6,5.13,564.81,627,8,0.0,566.6,0.0,220
2025-05-29 16:41:39.588,0.0,0.0,0.0,0.0,-3.8,-37.24,473.34,4.52,25.6,5.13,564.81,622,8,0.0,566.5,0.0,320
2025-05-29 16:41:39.641,0.0,0.0,0.0,0.0,-3.8,-37.24,477.74,3.91,25.6,4.58,564.59,635,8,0.0,566.5,0.0,320
2025-05-29 16:41:39.692,0.0,0.0,0.0,0.0,-3.8,-37.24,482.31,3.91,25.6,4.44,564.59,650,8,0.0,566.5,0.0,390
2025-05-29 16:41:39.744,0.0,0.0,0.0,0.0,-3.8,-37.24,487.44,3.79,25.6,4.72,564.53,653,8,0.0,566.5,0.0,420
2025-05-29 16:41:39.796,0.0,0.0,0.0,0.0,-3.8,-37.24,492.02,3.79,25.6,4.16,564.62,653,8,0.0,566.5,0.0,420
2025-05-29 16:41:39.847,0.0,0.0,0.0,0.0,-3.8,-37.24,496.23,3.42,25.5,4.02,564.62,649,8,0.0,566.5,0.0,400
2025-05-29 16:41:39.898,0.0,0.0,0.0,0.0,-3.8,-37.24,499.53,3.18,25.5,3.75,564.66,649,8,0.0,566.5,0.0,400
2025-05-29 16:41:39.948,0.0,0.0,0.0,0.0,-3.8,-37.24,499.53,2.69,25.5,3.75,564.69,652,8,0.0,566.5,0.0,370
2025-05-29 16:41:40.000,0.0,0.0,0.0,0.0,-3.8,-37.24,502.46,2.57,25.6,3.19,564.75,644,8,0.0,566.5,0.0,370
2025-05-29 16:41:40.051,0.0,0.0,0.0,3.92,0.12,1.176,504.65,2.57,25.6,2.36,564.75,646,8,0.0,566.5,0.0,340
2025-05-29 16:41:40.101,-2.48,0.0,0.0,3.92,-2.36,-23.128,506.12,2.69,25.5,2.36,564.69,646,8,0.0,566.5,0.0,340
2025-05-29 16:41:40.152,-2.48,0.0,0.0,3.92,-2.36,-23.128,507.03,2.08,25.5,2.5,564.69,646,8,0.0,566.5,0.0,310
2025-05-29 16:41:40.203,-2.48,0.0,0.0,3.92,-2.36,-23.128,507.03,1.59,25.5,2.22,564.59,643,8,0.0,566.5,0.0,310
2025-05-29 16:41:40.254,-2.48,0.0,0.0,3.92,-2.36,-23.128,506.85,1.47,25.5,2.22,564.62,644,8,0.0,566.5,0.0,240
2025-05-29 16:41:40.305,-2.48,0.0,0.0,3.92,-2.36,-23.128,506.85,1.95,25.5,2.64,564.69,642,8,0.0,566.5,0.0,240
2025-05-29 16:41:40.356,-2.48,0.0,-0.37,3.92,-2.73,-26.754,506.3,1.59,25.5,1.8,564.69,622,8,0.0,566.6,0.0,230
2025-05-29 16:41:40.407,-2.48,0.0,-0.37,3.92,-2.73,-26.754,505.39,1.59,25.5,1.8,564.69,643,8,0.0,566.6,0.0,230
2025-05-29 16:41:40.458,-2.48,0.0,-0.37,3.92,-2.73,-26.754,504.65,1.47,25.6,2.08,564.69,637,8,0.0,566.6,0.0,210
2025-05-29 16:41:40.509,-2.48,0.0,-0.37,3.92,-2.73,-26.754,503.37,2.08,25.6,1.67,564.78,637,8,0.0,566.6,0.0,210
2025-05-29 16:41:40.559,-2.48,0.0,-0.37,3.92,-2.73,-26.754,502.64,1.83,25.6,1.39,564.78,631,8,0.0,566.6,0.0,200
2025-05-29 16:41:40.611,-2.48,0.0,-0.37,3.92,-2.73,-26.754,502.64,1.95,25.6,1.39,564.69,648,8,0.0,566.6,0.0,200
2025-05-29 16:41:40.661,-2.48,0.0,-0.37,3.92,-2.73,-26.754,501.54,1.71,25.6,1.67,564.66,639,8,0.0,566.6,0.0,190
2025-05-29 16:41:40.713,-2.48,0.0,-0.37,3.92,-2.73,-26.754,500.63,1.71,25.6,2.08,564.66,639,8,0.0,566.6,0.0,190
2025-05-29 16:41:40.763,-2.48,2.89,-0.37,3.92,0.16,1.568,500.26,1.71,25.5,2.08,564.66,635,8,0.0,566.6,0.0,220
2025-05-29 16:41:40.814,-2.48,2.89,-0.37,3.92,0.16,1.568,499.71,1.59,25.6,2.22,564.62,632,8,0.0,566.6,0.0,220
