Timestamp,Thrust_0Deg (Kg),Thrust_90Deg (Kg),Thrust_180Deg (Kg),Thrust_270Deg (Kg),Total Weight (Kg),Total Thrust (N),RPM48,Torque (Nm)160,Motor Temp (°C)73,Current (A)32,Vdc (V)235,Vout(V)138,IGBT Temp(°C)74,RPM Command49,Battery_Volt(V)546,Battery_Bus_Volt(V)546,Battery_Power(W)546,Accel_Timestamp,Accel_Location,Accel_X,Accel_Y,Accel_Z
2025-07-17 17:29:08.156,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.156,RPi2,-0.072,-0.049,-1.107
2025-07-17 17:29:08.207,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.207,RPi2,-0.065,0.043,-1.061
2025-07-17 17:29:08.257,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.257,RPi2,-0.092,0.01,-1.002
2025-07-17 17:29:08.308,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.308,RPi2,-0.078,-0.039,-0.992
2025-07-17 17:29:08.358,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.358,RPi2,-0.045,0.0,-1.005
2025-07-17 17:29:08.409,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.409,RPi2,-0.091,0.012,-1.032
2025-07-17 17:29:08.459,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.459,RPi2,-0.053,0.008,-1.037
2025-07-17 17:29:08.510,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.510,RPi2,-0.096,0.055,-0.964
2025-07-17 17:29:08.561,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.561,RPi2,-0.065,0.024,-0.964
2025-07-17 17:29:08.611,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.611,RPi2,-0.045,0.057,-0.988
2025-07-17 17:29:08.662,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.662,RPi2,-0.08,0.01,-1.009
2025-07-17 17:29:08.712,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.712,RPi2,-0.052,-0.028,-0.977
2025-07-17 17:29:08.763,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.763,RPi2,-0.067,-0.021,-1.034
2025-07-17 17:29:08.813,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.813,RPi2,-0.037,0.029,-1.042
2025-07-17 17:29:08.863,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.864,RPi2,-0.037,0.029,-1.042
2025-07-17 17:29:08.914,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.914,RPi2,-0.086,0.013,-1.005
2025-07-17 17:29:08.964,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.964,RPi2,-0.069,-0.019,-0.999
2025-07-17 17:29:09.015,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.015,RPi2,-0.1,0.027,-1.01
2025-07-17 17:29:09.065,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.065,RPi2,-0.027,0.056,-1.0
2025-07-17 17:29:09.117,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.117,RPi2,-0.034,0.019,-0.996
2025-07-17 17:29:09.167,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.167,RPi2,-0.06,-0.016,-1.0
2025-07-17 17:29:09.218,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.218,RPi2,-0.043,-0.025,-0.98
2025-07-17 17:29:09.268,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.268,RPi2,-0.079,0.013,-0.979
2025-07-17 17:29:09.318,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.318,RPi2,-0.094,0.023,-1.039
2025-07-17 17:29:09.369,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.369,RPi2,-0.068,-0.027,-0.968
2025-07-17 17:29:09.419,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.419,RPi2,-0.054,-0.016,-1.003
2025-07-17 17:29:09.470,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.470,RPi2,-0.088,-0.03,-0.952
2025-07-17 17:29:09.520,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.520,RPi2,-0.094,-0.007,-1.013
2025-07-17 17:29:09.571,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.571,RPi2,-0.067,-0.005,-1.0
2025-07-17 17:29:09.621,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.621,RPi2,-0.04,-0.039,-0.932
2025-07-17 17:29:09.671,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.671,RPi2,-0.049,0.066,-1.02
2025-07-17 17:29:09.722,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.722,RPi2,-0.06,0.03,-0.984
2025-07-17 17:29:09.772,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.772,RPi2,-0.079,0.012,-1.082
2025-07-17 17:29:09.823,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.823,RPi2,-0.079,0.012,-1.082
2025-07-17 17:29:09.873,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.873,RPi2,-0.066,0.045,-1.015
2025-07-17 17:29:09.925,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.925,RPi2,-0.068,0.005,-0.998
2025-07-17 17:29:09.975,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:09.975,RPi2,-0.031,0.003,-0.978
