Timestamp,Thrust_0Deg (Kg),Thrust_90Deg (Kg),Thrust_180Deg (Kg),Thrust_270Deg (Kg),Total Weight (Kg),Total Thrust (N),RPM48,Torque (Nm)160,Motor Temp (°C)73,Current (A)32,Vdc (V)235,Vout(V)138,IGBT Temp(°C)74,RPM Command49,Battery_Volt(V)546,Battery_Bus_Volt(V)546,Battery_Power(W)546,Accel_Timestamp,Accel_Location,Accel_X,Accel_Y,Accel_Z
2025-07-17 17:29:07.195,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:07.195,RPi2,-0.067,-0.043,-1.017
2025-07-17 17:29:07.246,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:07.246,RPi2,-0.052,0.014,-0.957
2025-07-17 17:29:07.297,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:07.297,RPi2,-0.048,0.012,-1.015
2025-07-17 17:29:07.347,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:07.347,RPi2,-0.123,0.012,-0.996
2025-07-17 17:29:07.398,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:07.398,RPi2,-0.062,-0.065,-1.003
2025-07-17 17:29:07.448,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:07.448,RPi2,-0.089,0.011,-1.005
2025-07-17 17:29:07.498,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:07.499,RPi2,-0.038,0.002,-1.009
2025-07-17 17:29:07.549,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:07.549,RPi2,-0.062,0.055,-1.039
2025-07-17 17:29:07.599,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:07.599,RPi2,-0.06,0.01,-1.041
2025-07-17 17:29:07.650,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:07.650,RPi2,-0.06,0.028,-0.995
2025-07-17 17:29:07.700,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:07.700,RPi2,-0.086,0.004,-0.965
2025-07-17 17:29:07.751,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:07.751,RPi2,-0.061,-0.04,-0.976
2025-07-17 17:29:07.801,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:07.801,RPi2,-0.072,-0.006,-0.988
2025-07-17 17:29:07.851,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:07.851,RPi2,-0.07,-0.013,-0.99
2025-07-17 17:29:07.902,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:07.902,RPi2,-0.134,0.026,-0.978
2025-07-17 17:29:07.953,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:07.953,RPi2,-0.116,0.052,-1.016
2025-07-17 17:29:08.004,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.004,RPi2,-0.075,-0.01,-1.008
2025-07-17 17:29:08.055,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.055,RPi2,-0.082,-0.034,-0.989
2025-07-17 17:29:08.106,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-17 17:29:08.106,RPi2,-0.046,0.021,-0.978
