Timestamp,Thrust_0Deg (Kg),Thrust_90Deg (Kg),Thrust_180Deg (Kg),Thrust_270Deg (Kg),Total Weight (Kg),Total Thrust (N),RPM48,Torque (Nm)160,Motor Temp (°C)73,Current (A)32,Vdc (V)235,Vout(V)138,IGBT Temp(°C)74,RPM Command49,Battery_Volt(V)546,Battery_Bus_Volt(V)546,Battery_Power(W)546,Accel_X (g),Accel_Y (g),Accel_Z (g)
2025-07-02 16:03:42.442,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.12,24.4,0.0,0.06,0.0,0.0,0.0,571.2,0.0,0,0.016601,0.0,-1.036092
2025-07-02 16:03:42.493,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.12,24.4,0.0,0.06,0.0,24,0.0,571.2,0.0,0,-0.041991,0.009765,-1.022421
2025-07-02 16:03:42.544,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.12,24.4,-0.14,0.06,0.0,24,0.0,571.2,0.0,0,-0.020507,0.030272,-1.015585
2025-07-02 16:03:42.595,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,24.4,0.0,0.06,0.0,24,0.0,571.2,0.0,0,-0.042967,-0.006836,-0.999961
2025-07-02 16:03:42.646,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,24.4,-0.14,0.06,0.0,24,0.0,571.2,0.0,0,-0.027343,0.011718,-1.014608
2025-07-02 16:03:42.697,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,24.4,0.28,0.06,0.0,24,0.0,571.2,0.0,0,-0.050779,0.018554,-1.02828
2025-07-02 16:03:42.747,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,24.4,0.28,0.06,0.0,24,0.0,571.2,0.0,0,-0.037108,-0.010742,-1.033162
2025-07-02 16:03:42.798,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,24.4,0.42,0.06,0.0,24,0.0,571.2,0.0,0,-0.041991,0.028319,-1.02535
2025-07-02 16:03:42.849,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,24.4,-0.14,0.06,0.0,24,0.0,571.2,0.0,0,-0.02539,0.004883,-1.030233
2025-07-02 16:03:42.899,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,24.4,0.0,0.06,0.0,24,0.0,571.2,0.0,0,-0.024413,0.059568,-1.039998
2025-07-02 16:03:42.953,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,24.4,0.28,0.06,0.0,24,0.0,571.2,0.0,0,-0.033202,0.031249,-1.031209
2025-07-02 16:03:43.004,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,24.4,0.28,0.06,0.0,24,0.0,571.2,0.0,0,-0.016601,0.024413,-1.027303
2025-07-02 16:03:43.054,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,24.4,0.28,0.06,0.0,24,0.0,571.2,0.0,0,-0.016601,0.024413,-1.027303
2025-07-02 16:03:43.105,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.24,24.4,0.28,0.06,0.0,24,0.0,571.2,0.0,0,-0.010742,0.042967,-1.02535
2025-07-02 16:03:43.157,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.24,24.4,0.0,0.06,0.0,24,0.0,571.2,0.0,10,-0.001953,0.051756,-1.026327
2025-07-02 16:03:43.208,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.24,24.4,-0.14,0.06,0.0,24,0.0,571.2,0.0,10,-0.030272,0.039061,-1.029256
2025-07-02 16:03:43.259,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.24,24.4,0.28,0.06,0.0,24,0.0,571.2,0.0,0,-0.024413,0.017577,-1.014608
2025-07-02 16:03:43.310,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,24.4,0.14,0.06,0.0,24,0.0,571.2,0.0,0,-0.024413,0.012695,-1.02828
2025-07-02 16:03:43.365,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,24.4,0.0,0.06,0.0,24,0.0,571.2,0.0,0,-0.024413,0.049803,-1.023397
2025-07-02 16:03:43.415,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.12,24.4,0.0,0.06,0.0,24,0.0,571.2,0.0,0,-0.036131,0.032225,-1.006796
2025-07-02 16:03:43.466,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,24.4,0.0,0.06,0.0,24,0.0,571.2,0.0,0,0.006836,0.041991,-0.999961
2025-07-02 16:03:43.517,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,24.4,-0.14,0.06,0.0,24,0.0,571.2,0.0,0,-0.041991,0.033202,-1.035115
2025-07-02 16:03:43.568,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,24.4,0.0,0.06,0.0,24,0.0,571.2,0.0,0,0.0,0.060544,-1.029256
2025-07-02 16:03:43.619,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,24.4,0.28,0.06,0.0,24,0.0,571.2,0.0,0,-0.036131,0.028319,-1.022421
2025-07-02 16:03:43.672,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,24.4,0.0,0.06,0.0,24,0.0,571.2,0.0,0,-0.018554,0.020507,-1.027303
2025-07-02 16:03:43.723,-4.54,0.0,0.0,0.0,-8.59,-84.182,0.0,0.0,24.4,0.0,0.06,0.0,24,0.0,571.2,0.0,0,-0.006836,0.034178,-1.049763
2025-07-02 16:03:43.774,-4.54,0.0,0.0,0.0,-8.59,-84.182,0.0,0.0,24.4,0.14,0.06,0.0,24,0.0,571.2,0.0,0,-0.041014,0.045897,-1.022421
2025-07-02 16:03:43.824,-4.54,0.0,0.0,0.0,-8.59,-84.182,0.0,0.0,24.4,0.14,0.06,0.0,24,0.0,571.2,0.0,0,-0.052732,0.030272,-1.039998
2025-07-02 16:03:43.875,-4.54,0.0,0.0,0.0,-8.59,-84.182,0.0,0.0,24.4,0.0,0.06,0.0,24,0.0,571.1,0.0,0,-0.04785,0.039061,-1.031209
2025-07-02 16:03:43.926,-4.54,0.0,0.0,0.0,-8.59,-84.182,0.0,0.0,24.4,0.0,0.06,0.0,24,0.0,571.1,0.0,0,-0.026366,0.014648,-1.02828
2025-07-02 16:03:43.977,-4.54,0.0,0.0,0.0,-8.59,-84.182,0.0,0.0,24.4,-0.14,0.06,0.0,24,0.0,571.2,0.0,0,-0.039061,0.015624,-1.009726
2025-07-02 16:03:44.028,-4.54,0.0,0.0,0.0,-8.59,-84.182,0.0,0.12,24.4,-0.14,0.06,0.0,24,0.0,571.2,0.0,0,-0.043944,0.035155,-1.042928
2025-07-02 16:03:44.078,-4.54,0.0,0.0,0.0,-8.59,-84.182,0.0,0.12,24.4,0.0,0.06,0.0,24,0.0,571.2,0.0,0,-0.035155,0.010742,-1.018514
2025-07-02 16:03:44.129,-4.54,0.0,0.0,0.0,-8.59,-84.182,0.0,0.12,24.4,0.0,0.06,0.0,24,0.0,571.2,0.0,0,-0.024413,0.023437,-1.02535
2025-07-02 16:03:44.185,-4.54,0.0,0.0,0.0,-8.59,-84.182,0.0,0.0,24.4,0.0,0.06,0.0,24,0.0,571.2,0.0,0,-0.007812,0.009765,-1.043904
