Timestamp,Thrust_0Deg (Kg),Thrust_90Deg (Kg),Thrust_180Deg (Kg),Thrust_270Deg (Kg),Total Weight (Kg),Total Force (N),RPM48,Torque (Nm)160,Motor Temp (°C)73,Current (A)32,Vdc (V)235,Vout(V)138,IGBT Temp(°C)74,RPM Command49,Battery_Volt(V)546,Battery_Bus_Volt(V)546,Battery_Power(W)546
2025-08-06 16:44:22.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-06 16:44:22.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,0.0,0.06,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:44:22.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,0.28,0.06,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:44:22.939,0.0,0.0,0.61,0.0,0.61,5.978,0.0,0.0,24.6,0.14,0.06,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:44:22.990,0.0,0.0,0.61,0.0,0.61,5.978,0.0,0.0,24.6,0.0,0.06,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:44:23.041,0.0,0.0,0.61,0.0,0.61,5.978,0.0,0.12,24.6,-0.14,0.06,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:44:23.092,0.0,0.0,0.61,0.0,0.61,5.978,0.0,0.12,24.6,-0.14,0.06,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:44:23.144,0.0,0.0,0.61,0.0,0.61,5.978,0.0,0.0,24.6,-0.14,0.06,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:44:23.195,0.0,0.0,0.61,0.0,0.61,5.978,0.0,0.0,24.6,0.0,0.06,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:44:23.245,0.0,0.0,0.61,0.0,0.61,5.978,0.0,0.0,24.6,0.14,0.06,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:44:23.296,0.0,0.0,0.61,0.0,0.61,5.978,0.0,0.0,24.6,0.28,0.06,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:44:23.346,0.12,0.0,0.61,-0.28,0.45,4.41,0.0,0.0,24.6,0.0,0.06,0.0,23,0.0,0.0,0.0,0.0
