Timestamp,Thrust_0Deg (Kg),Thrust_90Deg (Kg),Thrust_180Deg (Kg),Thrust_270Deg (Kg),Total Weight (Kg),Total Force (N),RPM48, ESC_Torque (Nm)160,Motor Temp (°C)73,Current (A)32,Vdc (V)235,Vout(V)138,IGBT Temp(°C)74,RPM Command49,Battery_Volt(V)546,Battery_Bus_Volt(V)546,Battery_Power(W)546
2025-08-19 17:04:52.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-19 17:04:52.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,0.0,567.73,-0.63,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:52.480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,-0.14,567.66,-0.63,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:52.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,0.14,567.66,-0.81,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:52.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,-0.14,567.66,-0.72,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:52.634,0.0,0.0,1.07,0.0,1.07,10.486,0.0,0.0,21.1,-0.14,567.66,-0.9,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:52.690,0.0,0.0,1.07,0.0,1.07,10.486,0.0,0.0,21.1,0.28,567.57,-0.54,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:52.741,0.0,0.0,1.07,0.0,1.07,10.486,0.0,0.0,21.1,0.14,567.6,-0.54,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:52.792,0.0,0.0,1.07,0.0,1.07,10.486,0.0,0.0,21.1,0.0,567.63,-0.36,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:52.842,0.0,0.0,1.07,0.0,1.07,10.486,0.0,0.0,21.1,0.0,567.6,-0.72,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:52.892,0.0,0.0,1.07,0.0,1.07,10.486,0.0,0.0,21.0,0.0,567.63,-0.54,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:52.944,0.0,0.0,1.07,0.0,1.07,10.486,0.0,0.0,21.0,0.14,567.63,-0.72,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:52.995,0.0,0.0,1.07,1.31,2.38,23.324,0.0,0.0,21.0,0.0,567.63,-0.54,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:53.045,0.87,0.46,1.07,1.31,3.71,36.358,0.0,0.0,21.0,-0.14,567.63,-0.99,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:53.096,0.87,0.46,1.07,1.31,3.71,36.358,0.0,0.0,21.0,0.0,567.54,-0.99,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:53.146,0.87,0.46,1.07,1.31,3.71,36.358,0.0,0.0,21.0,0.0,567.44,-0.72,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:53.196,0.87,0.46,1.07,1.31,3.71,36.358,0.0,0.12,21.0,0.0,567.47,-0.63,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:53.247,0.87,0.46,1.07,1.31,3.71,36.358,0.0,0.0,21.0,0.14,567.66,0.63,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:53.298,0.87,0.46,1.07,1.31,3.71,36.358,0.0,0.0,21.0,0.0,567.66,-0.54,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:53.349,0.87,0.46,1.07,1.31,3.71,36.358,0.0,0.0,21.0,0.14,567.69,-0.63,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:53.400,0.87,0.46,1.07,1.31,3.71,36.358,0.0,0.0,21.0,0.28,567.57,-0.63,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:53.450,0.87,0.46,1.07,1.31,3.71,36.358,0.0,0.0,21.0,0.14,567.57,-0.45,19,0.0,0.0,0.0,0.0
2025-08-19 17:04:53.501,0.87,0.46,1.07,1.31,3.71,36.358,0.0,0.0,21.0,0.28,567.57,-0.36,19,0.0,0.0,0.0,0.0
