Timestamp,Thrust_0Deg (Kg),Thrust_90Deg (Kg),Thrust_180Deg (Kg),Thrust_270Deg (Kg),Total Weight (Kg),Total Force (N),RPM48,Torque (Nm)160,Motor Temp (°C)73,Current (A)32,Vdc (V)235,Vout(V)138,IGBT Temp(°C)74,RPM Command49,Battery_Volt(V)546,Battery_Bus_Volt(V)546,Battery_Power(W)546
2025-08-06 16:56:38.802,0.0,0.0,0.0,0.0,0.0,0.0,32.78,0.0,0.0,-5.41,0.0,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:56:38.852,0.0,0.0,0.0,0.0,0.0,0.0,32.78,0.0,23.8,-5.41,0.0,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:56:38.903,0.0,0.0,0.0,0.0,0.0,0.0,32.78,0.0,23.8,-5.41,0.0,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:56:38.953,0.0,0.0,0.0,0.0,0.0,0.0,32.78,0.0,23.8,-5.41,0.0,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:56:39.007,0.0,0.0,0.0,0.0,0.0,0.0,32.78,0.0,23.8,-5.41,0.0,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:56:39.057,0.0,0.0,0.0,0.0,0.0,0.0,32.78,0.0,23.8,-5.41,0.0,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:56:39.108,0.0,0.0,0.0,0.0,0.0,0.0,32.78,0.0,23.8,-5.41,0.0,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:56:39.158,0.0,0.0,0.0,0.0,0.0,0.0,32.78,0.0,23.8,-5.41,0.0,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:56:39.208,0.0,0.0,0.0,0.0,0.0,0.0,32.78,0.0,23.8,-5.41,0.0,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:56:39.259,0.0,0.0,0.0,0.0,0.0,0.0,32.78,0.0,23.8,-5.41,0.0,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:56:39.309,0.0,0.0,0.0,0.0,0.0,0.0,32.78,0.0,23.8,-5.41,0.0,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:56:39.359,0.0,0.0,0.0,0.0,0.0,0.0,32.78,0.0,23.8,-5.41,0.0,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:56:39.410,0.0,0.0,0.0,0.0,0.0,0.0,32.78,0.0,23.8,-5.41,0.0,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:56:39.460,0.27,0.32,0.44,-0.4,0.63,6.174,32.78,0.0,23.8,-5.41,0.0,0.0,23,0.0,0.0,0.0,0.0
2025-08-06 16:56:39.510,0.27,0.32,0.44,-0.4,0.63,6.174,32.78,0.0,23.8,-5.41,0.0,0.0,23,0.0,0.0,0.0,0.0
