Timestamp,Thrust_0Deg (Kg),Thrust_90Deg (Kg),Thrust_180Deg (Kg),Thrust_270Deg (Kg),Total Weight (Kg),Total Thrust (N),RPM48,Torque (Nm)160,Motor Temp (°C)73,Current (A)32,Vdc (V)235,Vout(V)138,IGBT Temp(°C)74,RPM Command49,Battery_Volt(V)546,Battery_Bus_Volt(V)546,Battery_Power(W)546,Accel_X (g),Accel_Y (g),Accel_Z (g)
2025-07-02 11:48:37.870,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,-0.042967,-0.012695,-0.988242
2025-07-02 11:48:37.921,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,-0.04785,-0.001953,-1.046834
2025-07-02 11:48:37.977,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,-0.024413,0.033202,-1.027303
2025-07-02 11:48:38.027,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,-0.02246,0.037108,-1.012655
2025-07-02 11:48:38.089,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,0.00293,-0.005859,-0.999961
2025-07-02 11:48:38.145,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,-0.083981,0.01953,-0.95797
2025-07-02 11:48:38.196,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,0.018554,0.051756,-0.996054
2025-07-02 11:48:38.247,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,-0.035155,0.01953,-1.051716
2025-07-02 11:48:38.301,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,-0.034178,0.028319,-0.987266
2025-07-02 11:48:38.352,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,-0.020507,-0.00293,-1.027303
2025-07-02 11:48:38.403,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,0.032225,0.021484,-1.024374
2025-07-02 11:48:38.454,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,-0.026366,-0.030272,-1.040975
2025-07-02 11:48:38.505,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,-0.035155,0.015624,-1.040975
2025-07-02 11:48:38.556,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,-0.027343,-0.004883,-1.029256
2025-07-02 11:48:38.607,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,-0.043944,0.004883,-1.022421
2025-07-02 11:48:38.659,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,-0.017577,0.034178,-1.035115
2025-07-02 11:48:38.710,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,-0.014648,0.013671,-1.022421
2025-07-02 11:48:38.761,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,-0.062498,0.040037,-1.003867
2025-07-02 11:48:38.812,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,-0.077145,0.034178,-0.993125
2025-07-02 11:48:38.865,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,-0.048826,0.031249,-1.030233
2025-07-02 11:48:38.916,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,0.0,0.026366,-0.975547
2025-07-02 11:48:38.969,0.0,0.0,0.0,0.0,-4.05,-39.69,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,571.5,0.0,0,-0.053709,0.006836,-0.993125
