Timestamp,Thrust_0Deg (Kg),Thrust_90Deg (Kg),Thrust_180Deg (Kg),Thrust_270Deg (Kg),Total Weight (Kg),Total Force (N),RPM48,Torque (Nm)160,Motor Temp (°C)73,Current (A)32,Vdc (V)235,Vout(V)138,IGBT Temp(°C)74,RPM Command49,Battery_Volt(V)546,Battery_Bus_Volt(V)546,Battery_Power(W)546
2025-08-18 15:18:31.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.41,0.0,16,0.0,0.0,0.0,0.0
2025-08-18 15:18:31.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,567.41,0.0,16,0.0,0.0,0.0,0.0
2025-08-18 15:18:31.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,567.41,0.0,16,0.0,0.0,0.0,0.0
2025-08-18 15:18:31.750,0.0,0.0,-0.51,0.0,0.51,4.998,0.0,0.0,19.5,0.0,567.28,0.0,16,0.0,0.0,0.0,0.0
2025-08-18 15:18:31.801,0.0,0.0,-0.51,0.0,0.51,4.998,0.0,0.0,19.5,0.0,567.28,0.0,16,0.0,0.0,0.0,0.0
2025-08-18 15:18:31.852,-0.65,0.0,-0.51,0.0,1.16,11.368,0.0,0.0,19.5,-0.14,567.35,0.0,16,0.0,0.0,0.0,0.0
2025-08-18 15:18:31.905,-0.65,0.0,-0.51,0.0,1.16,11.368,0.0,0.0,19.5,0.28,567.41,0.0,16,0.0,0.0,0.0,0.0
2025-08-18 15:18:31.955,-0.65,0.0,-0.51,0.0,1.16,11.368,0.0,0.0,19.5,0.0,567.38,0.0,16,0.0,0.0,0.0,0.0
2025-08-18 15:18:32.006,-0.65,0.0,-0.51,0.0,1.16,11.368,0.0,0.0,19.5,0.0,567.38,0.0,16,0.0,0.0,0.0,0.0
2025-08-18 15:18:32.057,-0.65,0.0,-0.51,0.0,1.16,11.368,0.0,0.0,19.5,0.0,567.44,0.0,16,0.0,0.0,0.0,0.0
2025-08-18 15:18:32.107,-0.65,0.0,-0.51,0.0,1.16,11.368,0.0,0.0,19.5,0.14,567.44,0.0,16,0.0,0.0,0.0,0.0
2025-08-18 15:18:32.158,-0.65,0.0,-0.51,0.0,1.16,11.368,0.0,0.0,19.5,0.14,567.44,0.0,16,0.0,0.0,0.0,0.0
2025-08-18 15:18:32.208,-0.65,0.0,-0.51,0.7,0.46,4.508,0.0,0.0,19.5,0.0,567.31,0.0,16,0.0,0.0,0.0,0.0
2025-08-18 15:18:32.259,-0.65,0.0,-0.51,0.7,0.46,4.508,0.0,0.0,19.5,-0.14,567.38,0.0,16,0.0,0.0,0.0,0.0
2025-08-18 15:18:32.309,-0.65,0.38,-0.51,0.7,0.08,0.784,0.0,0.0,19.5,0.0,567.47,0.0,16,0.0,0.0,0.0,0.0
