Timestamp,Thrust_0Deg (Kg),Thrust_90Deg (Kg),Thrust_180Deg (Kg),Thrust_270Deg (Kg),Total Weight (Kg),Total Force (N),RPM48, ESC_Torque (Nm)160,Motor Temp (°C)73,Current (A)32,Vdc (V)235,Vout(V)138,IGBT Temp(°C)74,RPM Command49,Battery_Volt(V)546,Battery_Bus_Volt(V)546,Battery_Power(W)546
2025-08-19 17:06:12.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,567.82,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-19 17:06:12.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,0.14,567.85,0.45,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:12.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,0.14,567.85,0.81,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:12.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,-0.14,567.85,0.36,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:12.660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,0.14,567.85,0.9,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:12.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,0.28,567.85,0.9,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:12.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.0,567.92,0.63,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:12.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.0,567.98,0.72,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:12.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.28,567.92,0.72,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:12.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.0,567.92,0.99,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:12.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,21.2,-0.14,568.01,0.81,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:13.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.28,567.88,0.81,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:13.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,-0.14,567.92,0.72,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:13.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,-0.14,567.92,0.72,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:13.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.14,567.92,0.54,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:13.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.0,567.95,0.63,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:13.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,-0.14,567.95,0.72,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:13.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.14,567.98,1.17,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:13.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.28,568.04,1.17,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:13.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.0,568.01,0.45,19,0.0,0.0,0.0,0.0
2025-08-19 17:06:13.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.0,567.95,0.54,19,0.0,0.0,0.0,0.0
