Timestamp,X (g),Y (g),Z (g)
2025-07-02T11:46:44.061476,0.017577,0.01953,-1.023397
2025-07-02T11:46:44.069222,-0.000977,0.006836,-1.035115
2025-07-02T11:46:44.078594,-0.020507,0.015624,-1.021444
2025-07-02T11:46:44.090989,-0.024413,0.026366,-1.032186
2025-07-02T11:46:44.101050,-0.005859,0.029296,-1.023397
2025-07-02T11:46:44.113566,-0.034178,0.031249,-1.015585
2025-07-02T11:46:44.120674,-0.043944,0.042967,-1.034139
2025-07-02T11:46:44.130961,-0.052732,0.02539,-1.000937
2025-07-02T11:46:44.142940,-0.042967,0.02246,-1.039021
2025-07-02T11:46:44.149969,-0.027343,0.046873,-1.004843
2025-07-02T11:46:44.162975,-0.032225,0.030272,-1.037068
2025-07-02T11:46:44.169995,-0.055662,-0.005859,-1.017538
2025-07-02T11:46:44.176959,-0.041014,0.013671,-1.017538
2025-07-02T11:46:44.183938,-0.040037,-0.007812,-1.042928
2025-07-02T11:46:44.190870,-0.027343,0.024413,-1.026327
2025-07-02T11:46:44.197770,-0.015624,0.033202,-1.014608
2025-07-02T11:46:44.204671,0.039061,0.035155,-1.039998
2025-07-02T11:46:44.211575,0.009765,0.027343,-1.023397
2025-07-02T11:46:44.218481,-0.034178,0.010742,-1.013632
2025-07-02T11:46:44.225382,-0.02539,0.018554,-1.024374
2025-07-02T11:46:44.232282,-0.021484,0.000977,-1.004843
2025-07-02T11:46:44.239194,-0.02539,-0.003906,-1.062458
2025-07-02T11:46:44.246093,-0.006836,0.000977,-1.009726
2025-07-02T11:46:44.252993,-0.008789,0.045897,-1.00582
2025-07-02T11:46:44.259944,-0.015624,0.028319,-1.019491
2025-07-02T11:46:44.266888,-0.016601,0.020507,-1.006796
2025-07-02T11:46:44.273836,0.0,0.024413,-1.008749
2025-07-02T11:46:44.280796,-0.027343,-0.010742,-0.996054
2025-07-02T11:46:44.287833,-0.052732,0.011718,-1.000937
2025-07-02T11:46:44.294903,-0.033202,0.016601,-1.011679
2025-07-02T11:46:44.301867,-0.041991,-0.023437,-1.033162
2025-07-02T11:46:44.308838,-0.008789,0.00293,-1.041951
2025-07-02T11:46:44.315768,-0.018554,0.003906,-1.027303
2025-07-02T11:46:44.322636,-0.007812,0.02539,-1.014608
2025-07-02T11:46:44.329625,-0.013671,0.028319,-1.042928
2025-07-02T11:46:44.338937,-0.031249,0.030272,-1.019491
2025-07-02T11:46:44.345891,-0.005859,0.036131,-1.010702
2025-07-02T11:46:44.352782,-0.023437,0.027343,-1.019491
2025-07-02T11:46:44.359660,-0.011718,0.003906,-1.023397
2025-07-02T11:46:44.366534,-0.028319,0.030272,-1.034139
2025-07-02T11:46:44.373387,0.006836,0.049803,-1.023397
2025-07-02T11:46:44.380205,-0.007812,0.042967,-1.036092
2025-07-02T11:46:44.387009,-0.037108,0.027343,-1.02828
2025-07-02T11:46:44.393820,-0.007812,0.02246,-1.055622
2025-07-02T11:46:44.400644,-0.031249,0.014648,-1.035115
2025-07-02T11:46:44.407468,-0.02539,0.028319,-1.033162
2025-07-02T11:46:44.418951,-0.043944,0.005859,-1.016561
2025-07-02T11:46:44.425965,-0.049803,0.018554,-1.020468
2025-07-02T11:46:44.432960,-0.040037,0.041991,-1.00582
2025-07-02T11:46:44.439896,-0.049803,0.054685,-1.009726
2025-07-02T11:46:44.446784,-0.028319,0.032225,-1.014608
2025-07-02T11:46:44.453709,-0.011718,0.02539,-1.012655
2025-07-02T11:46:44.460624,-0.018554,0.037108,-0.997031
2025-07-02T11:46:44.467571,-0.051756,0.011718,-1.038045
2025-07-02T11:46:44.474477,-0.007812,0.014648,-0.996054
2025-07-02T11:46:44.481379,-0.031249,0.021484,-1.006796
2025-07-02T11:46:44.488278,-0.030272,0.056638,-1.039021
2025-07-02T11:46:44.495220,-0.048826,0.018554,-0.998984
2025-07-02T11:46:44.502126,-0.035155,0.042967,-1.021444
2025-07-02T11:46:44.508992,-0.048826,0.021484,-1.022421
2025-07-02T11:46:44.515851,-0.054685,0.02246,-0.995078
2025-07-02T11:46:44.522711,-0.003906,0.032225,-1.023397
2025-07-02T11:46:44.529577,-0.040037,0.009765,-0.985313
2025-07-02T11:46:44.536442,-0.034178,0.016601,-1.00289
2025-07-02T11:46:44.543314,-0.050779,0.035155,-1.023397
2025-07-02T11:46:44.550178,-0.038084,0.02246,-1.015585
2025-07-02T11:46:44.557035,-0.016601,0.031249,-1.033162
2025-07-02T11:46:44.563925,-0.024413,0.041014,-1.034139
2025-07-02T11:46:44.570813,-0.042967,0.043944,-1.018514
2025-07-02T11:46:44.577700,-0.040037,-0.003906,-1.041951
2025-07-02T11:46:44.584588,-0.004883,0.063474,-1.004843
2025-07-02T11:46:44.591469,-0.00293,0.064451,-1.00582
2025-07-02T11:46:44.598387,-0.004883,0.015624,-1.032186
2025-07-02T11:46:44.605271,-0.038084,0.011718,-1.017538
2025-07-02T11:46:44.612141,-0.02539,0.027343,-1.02535
2025-07-02T11:46:44.619006,-0.011718,0.030272,-1.018514
2025-07-02T11:46:44.625873,-0.029296,0.039061,-1.004843
2025-07-02T11:46:44.638232,-0.021484,0.042967,-1.012655
2025-07-02T11:46:44.645089,-0.048826,0.0,-0.995078
2025-07-02T11:46:44.651950,-0.056638,0.008789,-0.986289
2025-07-02T11:46:44.658811,-0.029296,-0.004883,-1.026327
2025-07-02T11:46:44.665670,-0.029296,-0.005859,-0.988242
2025-07-02T11:46:44.672531,-0.033202,0.006836,-1.00289
2025-07-02T11:46:44.679389,-0.017577,0.003906,-1.048787
2025-07-02T11:46:44.686250,-0.038084,0.028319,-0.982383
2025-07-02T11:46:44.693133,-0.04785,0.000977,-1.048787
2025-07-02T11:46:44.700052,-0.026366,0.020507,-1.05074
2025-07-02T11:46:44.706937,-0.020507,0.011718,-1.043904
2025-07-02T11:46:44.713806,-0.015624,0.01953,-1.016561
2025-07-02T11:46:44.720617,-0.033202,0.014648,-1.013632
2025-07-02T11:46:44.727412,-0.024413,0.026366,-1.031209
2025-07-02T11:46:44.734225,-0.04492,0.01953,-1.032186
2025-07-02T11:46:44.741035,-0.001953,0.052732,-1.016561
2025-07-02T11:46:44.747842,-0.024413,0.032225,-1.009726
2025-07-02T11:46:44.754644,-0.003906,0.0,-1.024374
2025-07-02T11:46:44.761440,-0.033202,-0.029296,-1.027303
2025-07-02T11:46:44.768234,-0.013671,0.04785,-1.006796
2025-07-02T11:46:44.775029,-0.015624,0.029296,-1.00289
2025-07-02T11:46:44.781834,-0.042967,-0.004883,-1.015585
2025-07-02T11:46:44.788636,-0.030272,-0.006836,-0.98043
2025-07-02T11:46:44.795446,-0.033202,0.030272,-1.006796
2025-07-02T11:46:44.802271,-0.030272,0.014648,-1.000937
2025-07-02T11:46:44.809077,-0.04785,-0.000977,-1.018514
2025-07-02T11:46:44.815875,-0.054685,0.016601,-1.010702
2025-07-02T11:46:44.822732,-0.038084,0.016601,-1.024374
2025-07-02T11:46:44.829595,-0.064451,0.009765,-1.004843
2025-07-02T11:46:44.836457,-0.02539,0.010742,-1.008749
2025-07-02T11:46:44.843319,-0.01953,-0.009765,-1.020468
2025-07-02T11:46:44.850181,-0.042967,0.013671,-0.999961
2025-07-02T11:46:44.857041,-0.02246,0.000977,-1.035115
2025-07-02T11:46:44.863902,-0.04785,0.012695,-0.98043
2025-07-02T11:46:44.870762,-0.020507,0.009765,-0.995078
2025-07-02T11:46:44.877623,-0.035155,0.001953,-1.015585
2025-07-02T11:46:44.884484,-0.030272,0.042967,-1.016561
2025-07-02T11:46:44.891345,-0.01953,0.02539,-1.019491
2025-07-02T11:46:44.898877,-0.007812,0.017577,-1.042928
2025-07-02T11:46:44.905766,-0.051756,-0.021484,-1.033162
2025-07-02T11:46:44.912636,-0.037108,0.009765,-1.023397
2025-07-02T11:46:44.919502,-0.020507,0.007812,-1.042928
2025-07-02T11:46:44.926359,-0.024413,0.011718,-1.011679
2025-07-02T11:46:44.933221,-0.02539,0.000977,-1.036092
2025-07-02T11:46:44.940088,-0.02539,0.02539,-1.022421
2025-07-02T11:46:44.946951,-0.052732,0.032225,-0.987266
2025-07-02T11:46:44.953812,-0.056638,0.037108,-0.992148
2025-07-02T11:46:44.960674,-0.007812,-0.000977,-1.024374
2025-07-02T11:46:44.967537,-0.049803,0.010742,-1.007773
2025-07-02T11:46:44.974393,-0.041014,0.015624,-1.014608
2025-07-02T11:46:44.981254,-0.035155,0.001953,-1.001914
2025-07-02T11:46:44.988117,0.001953,0.008789,-1.034139
2025-07-02T11:46:45.000510,-0.02539,-0.010742,-1.023397
2025-07-02T11:46:45.007397,-0.018554,-0.01953,-1.044881
2025-07-02T11:46:45.014265,-0.038084,-0.007812,-1.045857
2025-07-02T11:46:45.021123,-0.018554,0.030272,-1.001914
2025-07-02T11:46:45.027931,0.006836,0.048826,-1.038045
2025-07-02T11:46:45.034725,-0.032225,0.017577,-1.022421
2025-07-02T11:46:45.041520,-0.013671,0.02246,-1.008749
2025-07-02T11:46:45.048314,-0.012695,0.033202,-1.031209
2025-07-02T11:46:45.055107,-0.006836,0.036131,-1.007773
2025-07-02T11:46:45.061900,-0.014648,0.037108,-1.036092
2025-07-02T11:46:45.068693,-0.023437,0.012695,-1.040975
2025-07-02T11:46:45.075485,-0.036131,-0.020507,-1.041951
2025-07-02T11:46:45.082278,-0.029296,0.006836,-1.030233
2025-07-02T11:46:45.089071,-0.028319,0.006836,-1.013632
2025-07-02T11:46:45.095864,-0.01953,0.021484,-1.016561
2025-07-02T11:46:45.102675,-0.034178,0.026366,-1.019491
2025-07-02T11:46:45.109536,-0.02246,0.029296,-0.973594
2025-07-02T11:46:45.116337,-0.035155,0.01953,-1.023397
2025-07-02T11:46:45.123132,-0.004883,0.058591,-1.009726
2025-07-02T11:46:45.129991,0.003906,0.063474,-1.014608
2025-07-02T11:46:45.136867,-0.010742,0.039061,-1.036092
2025-07-02T11:46:45.143729,-0.026366,0.02246,-1.008749
2025-07-02T11:46:45.150592,-0.048826,-0.018554,-1.023397
2025-07-02T11:46:45.157469,-0.041014,0.007812,-1.013632
2025-07-02T11:46:45.164348,-0.024413,0.04785,-1.014608
2025-07-02T11:46:45.171215,-0.015624,0.039061,-1.029256
2025-07-02T11:46:45.178079,-0.035155,0.02246,-1.027303
2025-07-02T11:46:45.184943,-0.039061,0.01953,-1.02828
2025-07-02T11:46:45.191808,-0.028319,0.038084,-1.02535
2025-07-02T11:46:45.198666,-0.02539,0.050779,-1.054646
2025-07-02T11:46:45.205555,-0.029296,0.041014,-1.036092
2025-07-02T11:46:45.212441,-0.02539,0.008789,-1.014608
2025-07-02T11:46:45.219313,-0.02539,0.038084,-0.996054
2025-07-02T11:46:45.226177,-0.009765,0.04785,-1.035115
2025-07-02T11:46:45.232986,-0.008789,0.04785,-1.033162
2025-07-02T11:46:45.239779,-0.015624,-0.011718,-1.02828
2025-07-02T11:46:45.252053,-0.043944,0.001953,-1.008749
2025-07-02T11:46:45.258848,-0.015624,-0.006836,-1.045857
2025-07-02T11:46:45.265642,-0.028319,-0.003906,-1.037068
2025-07-02T11:46:45.272441,-0.009765,0.02539,-1.026327
2025-07-02T11:46:45.279240,-0.024413,-0.016601,-1.056599
2025-07-02T11:46:45.286036,-0.04492,0.014648,-1.043904
2025-07-02T11:46:45.292832,-0.041991,0.024413,-1.034139
2025-07-02T11:46:45.299626,-0.023437,0.023437,-1.020468
2025-07-02T11:46:45.306438,-0.045897,0.024413,-1.001914
2025-07-02T11:46:45.313248,0.011718,0.024413,-1.040975
2025-07-02T11:46:45.320050,-0.04785,0.003906,-1.009726
2025-07-02T11:46:45.326848,-0.049803,-0.004883,-1.036092
2025-07-02T11:46:45.333698,-0.04492,0.000977,-1.027303
2025-07-02T11:46:45.340561,-0.032225,0.033202,-1.019491
2025-07-02T11:46:45.347423,-0.033202,0.015624,-1.006796
2025-07-02T11:46:45.354300,-0.018554,0.033202,-1.010702
2025-07-02T11:46:45.361164,-0.052732,0.037108,-0.989219
2025-07-02T11:46:45.368026,0.007812,0.031249,-1.039021
2025-07-02T11:46:45.374889,0.008789,0.009765,-1.000937
2025-07-02T11:46:45.381750,-0.01953,-0.001953,-1.001914
2025-07-02T11:46:45.388614,-0.02539,0.005859,-1.020468
2025-07-02T11:46:45.395476,0.017577,0.023437,-1.031209
2025-07-02T11:46:45.402369,-0.00293,-0.004883,-1.035115
2025-07-02T11:46:45.409252,-0.01953,0.005859,-1.026327
2025-07-02T11:46:45.416125,-0.023437,0.020507,-1.022421
2025-07-02T11:46:45.422989,-0.043944,0.013671,-1.030233
2025-07-02T11:46:45.429852,-0.036131,0.012695,-1.021444
2025-07-02T11:46:45.436714,-0.071286,0.000977,-0.996054
2025-07-02T11:46:45.443578,-0.024413,0.035155,-1.024374
2025-07-02T11:46:45.450440,-0.04492,0.02246,-0.996054
2025-07-02T11:46:45.457333,-0.036131,0.030272,-1.010702
2025-07-02T11:46:45.464217,-0.049803,0.012695,-1.037068
2025-07-02T11:46:45.471114,-0.036131,-0.011718,-1.012655
2025-07-02T11:46:45.478000,-0.055662,0.026366,-0.995078
2025-07-02T11:46:45.484868,-0.041991,0.014648,-1.019491
2025-07-02T11:46:45.491733,-0.033202,0.007812,-1.046834
2025-07-02T11:46:45.498590,-0.04492,0.013671,-1.023397
2025-07-02T11:46:45.505486,-0.039061,0.016601,-1.027303
2025-07-02T11:46:45.512367,-0.011718,0.041014,-1.040975
2025-07-02T11:46:45.519233,0.005859,0.012695,-1.02535
2025-07-02T11:46:45.526096,-0.006836,0.058591,-0.996054
2025-07-02T11:46:45.532957,-0.028319,0.039061,-1.013632
2025-07-02T11:46:45.539837,-0.032225,0.037108,-1.032186
2025-07-02T11:46:45.546693,-0.024413,0.031249,-1.00582
2025-07-02T11:46:45.553554,0.009765,0.008789,-1.018514
2025-07-02T11:46:45.560415,-0.00293,0.013671,-1.007773
2025-07-02T11:46:45.567274,-0.020507,0.018554,-1.019491
2025-07-02T11:46:45.574135,-0.020507,0.030272,-1.043904
2025-07-02T11:46:45.580996,-0.023437,0.023437,-1.019491
2025-07-02T11:46:45.587856,-0.023437,0.010742,-1.012655
2025-07-02T11:46:45.594711,-0.035155,0.009765,-1.008749
2025-07-02T11:46:45.607120,-0.024413,0.027343,-1.051716
2025-07-02T11:46:45.613951,-0.031249,0.02539,-1.039998
2025-07-02T11:46:45.620746,-0.041014,0.005859,-1.039021
2025-07-02T11:46:45.627554,-0.024413,0.015624,-1.026327
2025-07-02T11:46:45.634357,-0.063474,0.017577,-1.010702
2025-07-02T11:46:45.641153,-0.034178,0.015624,-1.023397
2025-07-02T11:46:45.647947,-0.063474,-0.007812,-1.019491
2025-07-02T11:46:45.654741,-0.00293,-0.007812,-1.015585
2025-07-02T11:46:45.661535,-0.018554,0.00293,-1.02535
2025-07-02T11:46:45.668330,-0.023437,0.030272,-1.031209
2025-07-02T11:46:45.675125,-0.009765,0.006836,-1.041951
2025-07-02T11:46:45.681919,-0.030272,0.000977,-0.997031
2025-07-02T11:46:45.688714,-0.032225,0.0,-1.018514
2025-07-02T11:46:45.695507,-0.024413,-0.001953,-1.006796
2025-07-02T11:46:45.702302,-0.048826,0.012695,-1.003867
2025-07-02T11:46:45.709115,-0.040037,0.017577,-1.007773
2025-07-02T11:46:45.715990,-0.008789,0.041014,-1.013632
2025-07-02T11:46:45.722869,-0.036131,0.02246,-0.98336
2025-07-02T11:46:45.729737,-0.051756,0.016601,-1.008749
2025-07-02T11:46:45.736611,-0.037108,0.020507,-1.018514
2025-07-02T11:46:45.743479,-0.045897,-0.010742,-1.014608
2025-07-02T11:46:45.750308,0.003906,0.02539,-1.035115
2025-07-02T11:46:45.757141,-0.013671,0.011718,-1.018514
2025-07-02T11:46:45.763988,-0.00293,0.021484,-1.00582
2025-07-02T11:46:45.770810,-0.013671,0.018554,-1.00582
2025-07-02T11:46:45.777624,-0.020507,0.026366,-0.989219
2025-07-02T11:46:45.784437,-0.024413,0.018554,-0.991172
2025-07-02T11:46:45.791250,-0.020507,-0.000977,-1.019491
2025-07-02T11:46:45.798064,-0.060544,0.039061,-1.011679
2025-07-02T11:46:45.804878,-0.033202,0.02539,-1.030233
2025-07-02T11:46:45.811719,-0.005859,0.026366,-1.043904
2025-07-02T11:46:45.818550,-0.014648,0.012695,-1.021444
2025-07-02T11:46:45.825386,0.0,-0.003906,-1.011679
2025-07-02T11:46:45.832219,-0.004883,0.006836,-1.007773
2025-07-02T11:46:45.839055,0.005859,0.012695,-1.022421
2025-07-02T11:46:45.845908,-0.031249,-0.003906,-0.999961
2025-07-02T11:46:45.852754,-0.032225,0.0,-1.000937
2025-07-02T11:46:45.859585,-0.024413,0.026366,-1.016561
